,,,,,,,
Tên công ty,Công ty Cổ phần Sữa Việt Nam,,,,,,
Tên báo cáo,Lịch sử giá,,,,,,
Ngày tải,15/03/2025,,,,,,
,,,,,,,
NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
07/02/2024,"63,993.41","64,277.41","63,614.75","63,993.41",0.00,0.00,"2,736,300.00"
06/02/2024,"64,466.74","64,561.40","63,993.41","63,993.41",-400.00,-0.01,"2,463,800.00"
05/02/2024,"63,804.08","64,561.40","63,614.75","64,372.07",600.00,0.01,"3,565,900.00"
02/02/2024,"63,898.75","64,088.08","63,425.42","63,804.08",-100.00,0.00,"2,677,300.00"
01/02/2024,"63,614.75","64,182.74","63,614.75","63,898.75",500.00,0.01,"2,549,300.00"
31/01/2024,"63,614.75","64,561.40","63,330.76","63,425.42",100.00,0.00,"4,441,100.00"
30/01/2024,"63,709.42","63,709.42","63,330.76","63,330.76",-100.00,0.00,"1,840,400.00"
29/01/2024,"63,520.09","63,709.42","63,330.76","63,425.42",0.00,0.00,"2,153,800.00"
26/01/2024,"63,425.42","63,898.75","63,425.42","63,425.42",100.00,0.00,"1,675,800.00"
25/01/2024,"63,804.08","63,898.75","63,330.76","63,330.76",-400.00,-0.01,"2,800,500.00"
24/01/2024,"64,182.74","64,372.07","63,614.75","63,709.42",-400.00,-0.01,"2,083,500.00"
23/01/2024,"64,656.07","64,656.07","63,993.41","64,088.08",-600.00,-0.01,"2,252,000.00"
22/01/2024,"64,372.07","65,034.73","64,372.07","64,656.07",300.00,0.00,"1,959,800.00"
19/01/2024,"63,804.08","64,940.06","63,804.08","64,372.07",600.00,0.01,"2,809,900.00"
18/01/2024,"63,709.42","64,182.74","63,709.42","63,804.08",300.00,0.00,"3,008,200.00"
17/01/2024,"63,898.75","64,277.41","63,425.42","63,520.09",-300.00,0.00,"1,916,400.00"
16/01/2024,"63,425.42","63,804.08","63,141.43","63,804.08",400.00,0.01,"2,072,400.00"
15/01/2024,"63,614.75","63,898.75","63,425.42","63,425.42",-200.00,0.00,"2,336,501.00"
12/01/2024,"63,993.41","64,277.41","63,425.42","63,614.75",-700.00,-0.01,"3,283,000.00"
11/01/2024,"63,898.75","64,845.40","63,898.75","64,277.41",400.00,0.01,"2,083,900.00"
10/01/2024,"64,466.74","64,466.74","63,804.08","63,898.75",-600.00,-0.01,"3,006,600.00"
09/01/2024,"64,561.40","64,845.40","64,372.07","64,466.74",-100.00,0.00,"2,579,400.00"
08/01/2024,"65,318.72","65,413.39","64,561.40","64,561.40",-600.00,-0.01,"2,396,400.00"
05/01/2024,"65,602.72","65,602.72","64,845.40","65,129.39",-200.00,0.00,"1,775,700.00"
04/01/2024,"65,413.39","65,792.05","65,318.72","65,318.72",0.00,0.00,"3,401,500.00"
03/01/2024,"64,750.73","65,318.72","64,372.07","65,318.72",700.00,0.01,"1,979,801.00"
02/01/2024,"64,561.40","64,845.40","64,277.41","64,656.07",700.00,0.01,"2,142,800.00"
29/12/2023,"65,034.73","65,034.73","63,993.41","63,993.41",-900.00,-0.01,"2,257,800.00"
28/12/2023,"63,898.75","64,845.40","63,898.75","64,845.40","1,000.00",0.01,"2,873,700.00"
27/12/2023,"64,372.07","64,561.40","63,898.75","63,898.75",0.00,0.00,"1,736,400.00"
26/12/2023,"64,180.66","64,368.59","63,898.75","63,898.75",100.00,0.00,"1,975,400.00"
25/12/2023,"63,522.87","64,556.53","63,522.87","63,804.78",300.00,0.00,"3,128,279.00"
22/12/2023,"63,710.81","63,992.72","63,428.91","63,522.87",-200.00,0.00,"2,620,700.00"
21/12/2023,"63,804.78","64,180.66","63,710.81","63,710.81",-300.00,0.00,"2,875,900.00"
20/12/2023,"62,959.06","64,086.69","62,959.06","63,992.72","1,100.00",0.02,"2,623,900.00"
19/12/2023,"63,053.03","63,334.94","62,301.28","62,959.06",0.00,0.00,"3,151,900.00"
18/12/2023,"63,992.72","64,086.69","62,959.06","62,959.06","-1,100.00",-0.02,"3,613,100.00"
15/12/2023,"64,368.59","64,462.56","63,992.72","63,992.72",-300.00,0.00,"4,122,500.00"
14/12/2023,"64,274.62","64,744.47","64,086.69","64,274.62",200.00,0.00,"1,462,000.00"
13/12/2023,"65,402.25","65,496.22","63,992.72","64,086.69","-1,200.00",-0.02,"4,601,000.00"
12/12/2023,"65,778.12","65,872.09","64,838.44","65,214.31",-600.00,-0.01,"2,788,700.00"
11/12/2023,"66,247.97","66,247.97","65,684.16","65,778.12","1,000.00",0.01,"4,764,500.00"
08/12/2023,"64,274.62","65,120.34","63,898.75","64,838.44",600.00,0.01,"3,729,400.00"
07/12/2023,"64,650.50","64,650.50","63,428.91","64,274.62",-100.00,0.00,"3,921,300.00"
06/12/2023,"63,992.72","64,462.56","63,992.72","64,368.59",400.00,0.01,"1,606,600.00"
05/12/2023,"64,650.50","64,838.44","63,898.75","63,992.72",-700.00,-0.01,"2,302,100.00"
04/12/2023,"64,368.59","65,308.28","64,274.62","64,650.50",400.00,0.01,"3,006,800.00"
01/12/2023,"63,898.75","64,368.59","63,616.84","64,274.62","1,000.00",0.01,"1,558,800.00"
30/11/2023,"64,274.62","64,556.53","63,334.94","63,334.94","-1,000.00",-0.01,"2,630,600.00"
29/11/2023,"64,368.59","64,650.50","64,086.69","64,274.62",-100.00,0.00,"1,419,153.00"
28/11/2023,"63,992.72","64,368.59","63,428.91","64,368.59",400.00,0.01,"1,957,253.00"
27/11/2023,"64,180.66","64,274.62","63,804.78","63,992.72",-200.00,0.00,"1,333,300.00"
24/11/2023,"64,462.56","64,744.47","63,522.87","64,180.66",-400.00,-0.01,"3,128,900.00"
23/11/2023,"65,590.19","65,684.16","64,556.53","64,556.53",-700.00,-0.01,"1,653,100.00"
22/11/2023,"65,308.28","65,966.06","64,838.44","65,214.31",-100.00,0.00,"1,533,200.00"
21/11/2023,"65,214.31","65,590.19","64,744.47","65,308.28",200.00,0.00,"2,989,800.00"
20/11/2023,"65,026.37","65,684.16","64,838.44","65,120.34",-700.00,-0.01,"2,001,000.00"
17/11/2023,"66,717.81","66,811.78","65,026.37","65,778.12",-300.00,0.00,"2,335,800.00"
16/11/2023,"66,341.94","66,999.72","65,684.16","66,060.03",-400.00,-0.01,"2,368,200.00"
15/11/2023,"65,778.12","67,469.56","65,778.12","66,435.91","1,800.00",0.03,"3,949,400.00"
14/11/2023,"64,838.44","65,214.31","64,086.69","64,744.47",200.00,0.00,"2,996,000.00"
13/11/2023,"65,496.22","65,778.12","64,462.56","64,556.53",-900.00,-0.01,"1,730,800.00"
10/11/2023,"66,529.87","66,529.87","65,402.25","65,402.25","-1,100.00",-0.02,"2,833,100.00"
09/11/2023,"67,281.62","67,751.47","66,435.91","66,435.91",-700.00,-0.01,"3,420,100.00"
08/11/2023,"66,529.87","67,187.66","65,590.19","67,093.69",600.00,0.01,"2,339,600.00"
07/11/2023,"66,247.97","66,529.87","65,590.19","66,529.87",-200.00,0.00,"1,474,700.00"
06/11/2023,"65,966.06","67,187.66","65,872.09","66,717.81","1,000.00",0.01,"1,136,800.00"
03/11/2023,"66,623.84","66,623.84","65,590.19","65,778.12",-900.00,-0.01,"1,692,700.00"
02/11/2023,"66,247.97","66,623.84","65,590.19","66,623.84",500.00,0.01,"2,390,200.00"
01/11/2023,"64,838.44","66,247.97","63,804.78","66,154.00","2,400.00",0.04,"2,337,200.00"
31/10/2023,"63,804.78","65,308.28","63,522.87","63,898.75",400.00,0.01,"2,183,600.00"
30/10/2023,"63,804.78","63,898.75","63,053.03","63,522.87",-400.00,-0.01,"1,112,000.00"
27/10/2023,"63,240.97","63,898.75","62,583.19","63,898.75","1,000.00",0.01,"1,811,000.00"
26/10/2023,"64,368.59","64,462.56","61,925.41","62,959.06","-2,000.00",-0.03,"5,201,700.00"
25/10/2023,"66,060.03","66,529.87","64,838.44","64,838.44","-1,300.00",-0.02,"2,477,700.00"
24/10/2023,"65,966.06","66,529.87","65,872.09","66,060.03",100.00,0.00,"1,099,508.00"
23/10/2023,"67,375.59","67,657.50","65,872.09","65,966.06","-2,100.00",-0.03,"2,804,900.00"
20/10/2023,"66,999.72","68,127.34","65,966.06","67,939.41",900.00,0.01,"2,371,808.00"
19/10/2023,"68,973.06","68,973.06","66,623.84","67,093.69","-2,500.00",-0.03,"4,007,700.00"
18/10/2023,"70,288.62","70,288.62","68,033.37","69,442.91",-900.00,-0.01,"2,572,400.00"
17/10/2023,"70,758.47","71,510.22","70,288.62","70,288.62",-400.00,-0.01,"1,595,900.00"
16/10/2023,"70,570.53","71,228.31","70,194.66","70,664.50",-600.00,-0.01,"1,374,400.00"
13/10/2023,"70,852.44","71,698.16","70,476.56","71,228.31",300.00,0.00,"1,560,000.00"
12/10/2023,"70,006.72","71,322.28","70,006.72","70,946.41","1,100.00",0.01,"2,534,800.00"
11/10/2023,"70,100.69","70,288.62","69,536.87","69,912.75",0.00,0.00,"1,898,774.00"
10/10/2023,"69,818.78","70,476.56","69,536.87","69,912.75",700.00,0.01,"1,123,900.00"
09/10/2023,"69,536.87","69,630.84","69,161.00","69,254.97",-500.00,-0.01,"1,621,374.00"
06/10/2023,"68,315.28","69,724.81","68,221.31","69,724.81","1,500.00",0.02,"1,327,000.00"
05/10/2023,"69,630.84","69,912.75","68,315.28","68,315.28","-1,700.00",-0.02,"2,645,700.00"
04/10/2023,"69,161.00","70,100.69","68,973.06","69,912.75",400.00,0.01,"1,177,900.00"
03/10/2023,"70,100.69","70,570.53","69,442.91","69,536.87","-1,600.00",-0.02,"2,013,700.00"
02/10/2023,"69,724.81","71,040.37","69,724.81","71,040.37","1,400.00",0.02,"1,304,901.00"
29/09/2023,"70,476.56","71,792.12","69,724.81","69,724.81",-600.00,-0.01,"1,403,900.00"
28/09/2023,"71,510.22","71,792.12","70,288.62","70,288.62","-1,800.00",-0.02,"2,034,300.00"
27/09/2023,"71,698.16","71,980.06","70,288.62","71,980.06",500.00,0.01,"2,273,300.00"
26/09/2023,"72,919.75","73,295.62","71,416.25","71,510.22","-1,500.00",-0.02,"2,634,600.00"
25/09/2023,"72,543.87","73,765.47","72,074.03","72,919.75",100.00,0.00,"2,795,503.00"
22/09/2023,"72,449.91","73,577.53","71,228.31","72,825.78",-500.00,-0.01,"4,361,903.00"
21/09/2023,"73,389.59","73,577.53","72,637.84","73,295.62",-300.00,0.00,"2,577,902.00"
20/09/2023,"73,671.50","74,047.37","73,295.62","73,577.53",-600.00,-0.01,"2,403,202.00"
19/09/2023,"73,765.47","74,141.34","72,731.81","74,141.34",0.00,0.00,"2,571,703.00"
18/09/2023,"74,329.28","74,987.06","73,953.41","74,141.34",-600.00,-0.01,"1,499,600.00"
15/09/2023,"74,611.19","76,302.62","74,235.31","74,705.16",100.00,0.00,"5,614,800.00"
14/09/2023,"73,765.47","75,175.00","73,671.50","74,611.19",300.00,0.00,"2,660,100.00"
13/09/2023,"74,799.12","75,456.91","73,953.41","74,329.28","-1,200.00",-0.01,"2,507,600.00"
12/09/2023,"74,235.31","75,832.78","73,577.53","75,456.91",800.00,0.01,"2,708,500.00"
11/09/2023,"75,175.00","76,208.66","72,919.75","74,705.16",-500.00,-0.01,"4,234,900.00"
08/09/2023,"74,423.25","75,268.97","74,329.28","75,175.00",500.00,0.01,"2,774,901.00"
07/09/2023,"75,081.03","75,175.00","73,859.44","74,705.16",-500.00,-0.01,"3,726,700.00"
06/09/2023,"75,268.97","75,268.97","74,705.16","75,175.00",-100.00,0.00,"2,280,401.00"
05/09/2023,"73,765.47","75,644.84","73,389.59","75,268.97","2,300.00",0.03,"6,839,901.00"
31/08/2023,"72,825.78","74,141.34","72,449.91","73,107.69",0.00,0.00,"4,386,000.00"
30/08/2023,"72,355.94","73,765.47","71,886.09","73,107.69",400.00,0.01,"2,659,700.00"
29/08/2023,"72,825.78","72,919.75","71,604.19","72,731.81",-500.00,-0.01,"4,199,901.00"
28/08/2023,"70,476.56","73,389.59","70,476.56","73,201.66","3,000.00",0.04,"6,039,700.00"
25/08/2023,"70,758.47","70,758.47","69,818.78","70,382.59",200.00,0.00,"3,045,401.00"
24/08/2023,"69,067.03","70,382.59","68,597.19","70,194.66","1,200.00",0.02,"5,206,002.00"
23/08/2023,"68,033.37","69,161.00","67,281.62","69,067.03",800.00,0.01,"4,172,801.00"
22/08/2023,"68,785.12","68,785.12","66,811.78","68,315.28",-200.00,0.00,"3,075,108.00"
21/08/2023,"68,315.28","69,348.94","68,315.28","68,503.22",-400.00,-0.01,"3,617,708.00"
18/08/2023,"69,067.03","70,288.62","67,751.47","68,879.09",-300.00,0.00,"7,106,201.00"
17/08/2023,"68,691.16","70,006.72","68,503.22","69,161.00",500.00,0.01,"4,650,904.00"
16/08/2023,"68,409.25","69,067.03","68,127.34","68,691.16",300.00,0.00,"2,083,904.00"
15/08/2023,"68,503.22","68,973.06","68,315.28","68,409.25",-600.00,-0.01,"2,259,703.00"
14/08/2023,"68,973.06","69,067.03","68,127.34","68,973.06",-100.00,0.00,"3,366,511.00"
11/08/2023,"68,691.16","69,067.03","68,033.37","69,067.03",400.00,0.01,"2,204,332.00"
10/08/2023,"68,691.16","69,536.87","68,503.22","68,691.16",0.00,0.00,"2,813,226.00"
09/08/2023,"70,006.72","70,006.72","68,409.25","68,691.16","-1,400.00",-0.02,"3,727,162.00"
08/08/2023,"70,194.66","70,382.59","69,442.91","70,006.72",-400.00,-0.01,"3,510,526.00"
07/08/2023,"68,503.22","70,382.59","67,939.41","70,382.59","1,900.00",0.03,"5,087,933.00"
04/08/2023,"68,127.34","68,597.19","67,657.50","68,597.19",400.00,0.01,"3,165,220.00"
03/08/2023,"69,630.84","69,630.84","68,221.31","68,221.31","-1,100.00",-0.01,"2,917,624.00"
02/08/2023,"69,117.04","69,571.76","68,480.44","69,207.98",100.00,0.00,"5,698,936.00"
01/08/2023,"70,935.91","70,935.91","69,117.04","69,117.04","-2,000.00",-0.03,"5,730,817.00"
31/07/2023,"70,299.30","71,299.68","70,208.36","70,935.91",600.00,0.01,"3,814,939.00"
28/07/2023,"68,935.15","70,663.08","68,753.27","70,390.25","1,700.00",0.02,"6,143,629.00"
27/07/2023,"68,207.61","68,935.15","68,025.72","68,844.21",700.00,0.01,"6,208,219.00"
26/07/2023,"67,661.94","68,389.49","67,571.00","68,207.61",500.00,0.01,"3,189,718.00"
25/07/2023,"66,934.40","67,934.77","66,479.68","67,752.89",900.00,0.01,"6,645,914.00"
24/07/2023,"66,843.45","67,298.17","66,661.57","66,934.40",100.00,0.00,"2,535,331.00"
21/07/2023,"66,024.96","66,843.45","65,934.02","66,843.45",900.00,0.01,"3,821,822.00"
20/07/2023,"66,024.96","66,206.85","65,752.13","66,024.96",0.00,0.00,"2,600,707.00"
19/07/2023,"65,934.02","66,388.74","65,843.07","66,024.96",200.00,0.00,"3,025,100.00"
18/07/2023,"65,934.02","66,024.96","65,661.19","65,843.07",100.00,0.00,"5,537,000.00"
17/07/2023,"66,388.74","66,934.40","65,661.19","65,752.13","-1,000.00",-0.01,"5,802,800.00"
